Segmentation List:
1: X= 11 | Y= 34 | Pose= Vertical | Length= 759
460: X= 196 | Y= 493 | Pose= Vertical | Length= 1
461: X= 196 | Y= 496 | Pose= Vertical | Length= 7
462: X= 196 | Y= 523 | Pose= Vertical | Length= 4
463: X= 197 | Y= 460 | Pose= Horizontal | Length= 4
464: X= 197 | Y= 490 | Pose= Vertical | Length= 5
465: X= 197 | Y= 510 | Pose= Vertical | Length= 3
466: X= 197 | Y= 511 | Pose= Horizontal | Length= 2
467: X= 197 | Y= 540 | Pose= Horizontal | Length= 3
468: X= 198 | Y= 439 | Pose= Vertical | Length= 6
469: X= 198 | Y= 440 | Pose= Horizontal | Length= 2
470: X= 198 | Y= 460 | Pose= Vertical | Length= 2
471: X= 198 | Y= 463 | Pose= Horizontal | Length= 2
472: X= 198 | Y= 470 | Pose= Horizontal | Length= 4
473: X= 198 | Y= 475 | Pose= Horizontal | Length= 2
474: X= 198 | Y= 495 | Pose= Vertical | Length= 1
475: X= 198 | Y= 509 | Pose= Vertical | Length= 1
476: X= 198 | Y= 512 | Pose= Vertical | Length= 8
477: X= 198 | Y= 539 | Pose= Vertical | Length= 2
478: X= 198 | Y= 540 | Pose= Vertical | Length= 1
479: X= 198 | Y= 542 | Pose= Vertical | Length= 2
480: X= 199 | Y= 326 | Pose= Horizontal | Length= 5
481: X= 199 | Y= 435 | Pose= Horizontal | Length= 4
482: X= 199 | Y= 441 | Pose= Vertical | Length= 5
483: X= 199 | Y= 454 | Pose= Vertical | Length= 5
484: X= 199 | Y= 455 | Pose= Horizontal | Length= 4
485: X= 199 | Y= 461 | Pose= Horizontal | Length= 2
486: X= 199 | Y= 464 | Pose= Vertical | Length= 2
487: X= 199 | Y= 470 | Pose= Vertical | Length= 2
488: X= 199 | Y= 478 | Pose= Horizontal | Length= 4
489: X= 199 | Y= 493 | Pose= Vertical | Length= 1
490: X= 199 | Y= 501 | Pose= Vertical | Length= 1
491: X= 199 | Y= 511 | Pose= Vertical | Length= 1
492: X= 199 | Y= 519 | Pose= Vertical | Length= 5
493: X= 199 | Y= 520 | Pose= Vertical | Length= 1
494: X= 199 | Y= 522 | Pose= Vertical | Length= 4
495: X= 199 | Y= 524 | Pose= Vertical | Length= 4
496: X= 199 | Y= 525 | Pose= Horizontal | Length= 2
497: X= 199 | Y= 535 | Pose= Vertical | Length= 4
498: X= 199 | Y= 536 | Pose= Horizontal | Length= 3
499: X= 199 | Y= 543 | Pose= Horizontal | Length= 2
500: X= 200 | Y= 326 | Pose= Vertical | Length= 3
501: X= 200 | Y= 330 | Pose= Vertical | Length= 6
502: X= 200 | Y= 435 | Pose= Vertical | Length= 2
503: X= 200 | Y= 438 | Pose= Vertical | Length= 2
504: X= 200 | Y= 440 | Pose= Vertical | Length= 1
505: X= 200 | Y= 458 | Pose= Vertical | Length= 2
506: X= 200 | Y= 462 | Pose= Horizontal | Length= 2
507: X= 200 | Y= 469 | Pose= Vertical | Length= 4
508: X= 200 | Y= 475 | Pose= Vertical | Length= 4
509: X= 200 | Y= 476 | Pose= Horizontal | Length= 3
510: X= 200 | Y= 481 | Pose= Horizontal | Length= 2
511: X= 200 | Y= 495 | Pose= Vertical | Length= 1
512: X= 200 | Y= 526 | Pose= Vertical | Length= 3
513: X= 200 | Y= 537 | Pose= Vertical | Length= 1
514: X= 200 | Y= 544 | Pose= Horizontal | Length= 4
515: X= 201 | Y= 436 | Pose= Horizontal | Length= 2
516: X= 201 | Y= 456 | Pose= Vertical | Length= 3
517: X= 201 | Y= 457 | Pose= Vertical | Length= 1
518: X= 201 | Y= 472 | Pose= Vertical | Length= 4
519: X= 201 | Y= 473 | Pose= Vertical | Length= 4
520: X= 201 | Y= 477 | Pose= Horizontal | Length= 4
521: X= 201 | Y= 482 | Pose= Vertical | Length= 4
522: X= 201 | Y= 491 | Pose= Vertical | Length= 5
523: X= 201 | Y= 497 | Pose= Vertical | Length= 3
524: X= 201 | Y= 498 | Pose= Horizontal | Length= 2
525: X= 201 | Y= 501 | Pose= Vertical | Length= 2
526: X= 201 | Y= 506 | Pose= Vertical | Length= 4
527: X= 201 | Y= 510 | Pose= Vertical | Length= 2
528: X= 201 | Y= 520 | Pose= Vertical | Length= 2
529: X= 201 | Y= 538 | Pose= Vertical | Length= 5
530: X= 201 | Y= 539 | Pose= Vertical | Length= 5
531: X= 201 | Y= 543 | Pose= Vertical | Length= 2
532: X= 201 | Y= 547 | Pose= Vertical | Length= 4
533: X= 202 | Y= 325 | Pose= Vertical | Length= 5
534: X= 202 | Y= 477 | Pose= Vertical | Length= 2
535: X= 202 | Y= 479 | Pose= Vertical | Length= 2
536: X= 202 | Y= 480 | Pose= Vertical | Length= 1
537: X= 202 | Y= 499 | Pose= Vertical | Length= 10
538: X= 202 | Y= 523 | Pose= Vertical | Length= 1
539: X= 202 | Y= 527 | Pose= Horizontal | Length= 2
540: X= 202 | Y= 534 | Pose= Vertical | Length= 3
541: X= 203 | Y= 350 | Pose= Vertical | Length= 9
542: X= 203 | Y= 351 | Pose= Horizontal | Length= 2
543: X= 203 | Y= 440 | Pose= Vertical | Length= 9
544: X= 203 | Y= 442 | Pose= Horizontal | Length= 4
545: X= 203 | Y= 453 | Pose= Vertical | Length= 2
546: X= 203 | Y= 455 | Pose= Vertical | Length= 4
547: X= 203 | Y= 465 | Pose= Horizontal | Length= 4
548: X= 203 | Y= 478 | Pose= Vertical | Length= 1
549: X= 203 | Y= 481 | Pose= Vertical | Length= 1
550: X= 203 | Y= 483 | Pose= Horizontal | Length= 3
551: X= 203 | Y= 498 | Pose= Vertical | Length= 1
552: X= 203 | Y= 504 | Pose= Vertical | Length= 3
553: X= 203 | Y= 507 | Pose= Vertical | Length= 2
554: X= 203 | Y= 516 | Pose= Vertical | Length= 6
555: X= 203 | Y= 517 | Pose= Horizontal | Length= 2
556: X= 203 | Y= 528 | Pose= Horizontal | Length= 5
557: X= 203 | Y= 546 | Pose= Vertical | Length= 2
558: X= 204 | Y= 352 | Pose= Vertical | Length= 3
559: X= 204 | Y= 445 | Pose= Vertical | Length= 2
560: X= 204 | Y= 452 | Pose= Vertical | Length= 2
561: X= 204 | Y= 463 | Pose= Vertical | Length= 8
562: X= 204 | Y= 464 | Pose= Horizontal | Length= 2
563: X= 204 | Y= 470 | Pose= Vertical | Length= 2
564: X= 204 | Y= 471 | Pose= Vertical | Length= 1
565: X= 204 | Y= 483 | Pose= Vertical | Length= 1
566: X= 204 | Y= 485 | Pose= Vertical | Length= 6
567: X= 204 | Y= 488 | Pose= Vertical | Length= 4
568: X= 204 | Y= 489 | Pose= Horizontal | Length= 2
569: X= 204 | Y= 500 | Pose= Horizontal | Length= 2
570: X= 204 | Y= 505 | Pose= Vertical | Length= 1
571: X= 204 | Y= 508 | Pose= Horizontal | Length= 4
572: X= 204 | Y= 513 | Pose= Horizontal | Length= 3
573: X= 204 | Y= 523 | Pose= Horizontal | Length= 2
574: X= 204 | Y= 532 | Pose= Horizontal | Length= 2
575: X= 204 | Y= 540 | Pose= Vertical | Length= 2
576: X= 204 | Y= 541 | Pose= Vertical | Length= 3
577: X= 204 | Y= 548 | Pose= Horizontal | Length= 4
578: X= 204 | Y= 570 | Pose= Horizontal | Length= 4
579: X= 204 | Y= 575 | Pose= Vertical | Length= 3
580: X= 204 | Y= 576 | Pose= Horizontal | Length= 2
581: X= 204 | Y= 581 | Pose= Horizontal | Length= 19
582: X= 205 | Y= 327 | Pose= Vertical | Length= 3
583: X= 205 | Y= 331 | Pose= Vertical | Length= 12
584: X= 205 | Y= 446 | Pose= Vertical | Length= 4
585: X= 205 | Y= 448 | Pose= Vertical | Length= 4
586: X= 205 | Y= 449 | Pose= Horizontal | Length= 3
587: X= 205 | Y= 469 | Pose= Vertical | Length= 1
588: X= 205 | Y= 490 | Pose= Vertical | Length= 1
589: X= 205 | Y= 501 | Pose= Horizontal | Length= 3
590: X= 205 | Y= 511 | Pose= Vertical | Length= 5
591: X= 205 | Y= 515 | Pose= Vertical | Length= 4
592: X= 205 | Y= 542 | Pose= Vertical | Length= 1
593: X= 205 | Y= 551 | Pose= Vertical | Length= 4
594: X= 205 | Y= 561 | Pose= Horizontal | Length= 4
595: X= 205 | Y= 567 | Pose= Horizontal | Length= 4
596: X= 205 | Y= 573 | Pose= Horizontal | Length= 2
597: X= 205 | Y= 577 | Pose= Horizontal | Length= 2
598: X= 205 | Y= 581 | Pose= Vertical | Length= 2
599: X= 205 | Y= 590 | Pose= Vertical | Length= 5
600: X= 205 | Y= 591 | Pose= Vertical | Length= 3
601: X= 205 | Y= 599 | Pose= Vertical | Length= 2
602: X= 206 | Y= 326 | Pose= Vertical | Length= 1
603: X= 206 | Y= 353 | Pose= Vertical | Length= 6
604: X= 206 | Y= 444 | Pose= Vertical | Length= 1
605: X= 206 | Y= 454 | Pose= Vertical | Length= 3
606: X= 206 | Y= 457 | Pose= Vertical | Length= 3
607: X= 206 | Y= 458 | Pose= Horizontal | Length= 2
608: X= 206 | Y= 466 | Pose= Horizontal | Length= 3
609: X= 206 | Y= 477 | Pose= Horizontal | Length= 2
610: X= 206 | Y= 484 | Pose= Vertical | Length= 1
611: X= 206 | Y= 492 | Pose= Vertical | Length= 3
612: X= 206 | Y= 493 | Pose= Vertical | Length= 3
613: X= 206 | Y= 552 | Pose= Horizontal | Length= 10
614: X= 206 | Y= 564 | Pose= Horizontal | Length= 4
615: X= 206 | Y= 574 | Pose= Vertical | Length= 1
616: X= 206 | Y= 578 | Pose= Horizontal | Length= 3
617: X= 206 | Y= 582 | Pose= Vertical | Length= 1
618: X= 206 | Y= 593 | Pose= Horizontal | Length= 6
619: X= 207 | Y= 328 | Pose= Horizontal | Length= 2
620: X= 207 | Y= 443 | Pose= Vertical | Length= 2
621: X= 207 | Y= 445 | Pose= Vertical | Length= 3
622: X= 207 | Y= 451 | Pose= Vertical | Length= 3
623: X= 207 | Y= 452 | Pose= Horizontal | Length= 2
624: X= 207 | Y= 459 | Pose= Vertical | Length= 2
625: X= 207 | Y= 464 | Pose= Vertical | Length= 4
626: X= 207 | Y= 468 | Pose= Vertical | Length= 3
627: X= 207 | Y= 489 | Pose= Vertical | Length= 4
628: X= 207 | Y= 490 | Pose= Vertical | Length= 2
629: X= 207 | Y= 491 | Pose= Vertical | Length= 2
630: X= 207 | Y= 512 | Pose= Horizontal | Length= 3
631: X= 207 | Y= 542 | Pose= Vertical | Length= 5
632: X= 207 | Y= 548 | Pose= Vertical | Length= 3
633: X= 207 | Y= 549 | Pose= Horizontal | Length= 2
634: X= 207 | Y= 588 | Pose= Vertical | Length= 2
635: X= 207 | Y= 592 | Pose= Horizontal | Length= 2
636: X= 208 | Y= 329 | Pose= Vertical | Length= 6
637: X= 208 | Y= 429 | Pose= Horizontal | Length= 4
638: X= 208 | Y= 447 | Pose= Vertical | Length= 1
639: X= 208 | Y= 453 | Pose= Vertical | Length= 3
640: X= 208 | Y= 455 | Pose= Vertical | Length= 3
641: X= 208 | Y= 456 | Pose= Vertical | Length= 1
642: X= 208 | Y= 460 | Pose= Horizontal | Length= 3
643: X= 208 | Y= 501 | Pose= Vertical | Length= 4
644: X= 208 | Y= 502 | Pose= Horizontal | Length= 3
645: X= 208 | Y= 512 | Pose= Horizontal | Length= 3
646: X= 208 | Y= 550 | Pose= Vertical | Length= 2
647: X= 209 | Y= 326 | Pose= Vertical | Length= 4
648: X= 209 | Y= 327 | Pose= Horizontal | Length= 2
649: X= 209 | Y= 351 | Pose= Vertical | Length= 1
650: X= 209 | Y= 429 | Pose= Vertical | Length= 2
651: X= 209 | Y= 432 | Pose= Vertical | Length= 9
652: X= 209 | Y= 433 | Pose= Horizontal | Length= 3
653: X= 209 | Y= 449 | Pose= Vertical | Length= 1
654: X= 209 | Y= 452 | Pose= Vertical | Length= 1
655: X= 209 | Y= 460 | Pose= Vertical | Length= 1
656: X= 209 | Y= 477 | Pose= Vertical | Length= 2
657: X= 209 | Y= 478 | Pose= Vertical | Length= 2
658: X= 209 | Y= 481 | Pose= Vertical | Length= 2
659: X= 209 | Y= 484 | Pose= Vertical | Length= 1
660: X= 209 | Y= 486 | Pose= Horizontal | Length= 2
661: X= 209 | Y= 495 | Pose= Horizontal | Length= 4
662: X= 209 | Y= 504 | Pose= Horizontal | Length= 7
663: X= 209 | Y= 517 | Pose= Vertical | Length= 1
664: X= 209 | Y= 549 | Pose= Vertical | Length= 1
665: X= 209 | Y= 574 | Pose= Horizontal | Length= 4
666: X= 209 | Y= 579 | Pose= Vertical | Length= 1
667: X= 209 | Y= 582 | Pose= Vertical | Length= 3
668: X= 209 | Y= 583 | Pose= Vertical | Length= 2
669: X= 209 | Y= 589 | Pose= Vertical | Length= 2
670: X= 210 | Y= 328 | Pose= Vertical | Length= 4
671: X= 210 | Y= 430 | Pose= Horizontal | Length= 2
672: X= 210 | Y= 435 | Pose= Horizontal | Length= 5
673: X= 210 | Y= 465 | Pose= Vertical | Length= 3
674: X= 210 | Y= 469 | Pose= Vertical | Length= 2
675: X= 210 | Y= 470 | Pose= Vertical | Length= 4
676: X= 210 | Y= 474 | Pose= Vertical | Length= 4
677: X= 210 | Y= 475 | Pose= Horizontal | Length= 2
678: X= 210 | Y= 479 | Pose= Vertical | Length= 1
679: X= 210 | Y= 482 | Pose= Vertical | Length= 4
680: X= 210 | Y= 483 | Pose= Vertical | Length= 4
681: X= 210 | Y= 487 | Pose= Vertical | Length= 4
682: X= 210 | Y= 490 | Pose= Horizontal | Length= 8
683: X= 210 | Y= 500 | Pose= Vertical | Length= 1
684: X= 210 | Y= 515 | Pose= Vertical | Length= 1
685: X= 210 | Y= 576 | Pose= Vertical | Length= 1
686: X= 210 | Y= 584 | Pose= Horizontal | Length= 5
687: X= 211 | Y= 351 | Pose= Horizontal | Length= 2
688: X= 211 | Y= 439 | Pose= Vertical | Length= 1
689: X= 211 | Y= 461 | Pose= Vertical | Length= 2
690: X= 211 | Y= 462 | Pose= Vertical | Length= 1
691: X= 211 | Y= 471 | Pose= Vertical | Length= 3
692: X= 211 | Y= 472 | Pose= Horizontal | Length= 2
693: X= 211 | Y= 476 | Pose= Vertical | Length= 1
694: X= 211 | Y= 480 | Pose= Vertical | Length= 3
695: X= 211 | Y= 484 | Pose= Horizontal | Length= 3
696: X= 211 | Y= 491 | Pose= Vertical | Length= 4
697: X= 211 | Y= 492 | Pose= Horizontal | Length= 3
698: X= 211 | Y= 497 | Pose= Vertical | Length= 3
699: X= 211 | Y= 498 | Pose= Vertical | Length= 3
700: X= 211 | Y= 502 | Pose= Horizontal | Length= 2
701: X= 211 | Y= 516 | Pose= Vertical | Length= 3
702: X= 211 | Y= 517 | Pose= Vertical | Length= 1
703: X= 211 | Y= 543 | Pose= Vertical | Length= 1
704: X= 211 | Y= 579 | Pose= Horizontal | Length= 3
705: X= 212 | Y= 327 | Pose= Vertical | Length= 5
706: X= 212 | Y= 436 | Pose= Vertical | Length= 5
707: X= 212 | Y= 437 | Pose= Vertical | Length= 5
708: X= 212 | Y= 456 | Pose= Horizontal | Length= 5
709: X= 212 | Y= 466 | Pose= Horizontal | Length= 3
710: X= 212 | Y= 475 | Pose= Vertical | Length= 2
711: X= 212 | Y= 477 | Pose= Horizontal | Length= 3
712: X= 212 | Y= 544 | Pose= Vertical | Length= 2
713: X= 212 | Y= 545 | Pose= Vertical | Length= 2
714: X= 212 | Y= 578 | Pose= Vertical | Length= 5
715: X= 212 | Y= 579 | Pose= Vertical | Length= 1
716: X= 213 | Y= 381 | Pose= Horizontal | Length= 4
717: X= 213 | Y= 456 | Pose= Vertical | Length= 3
718: X= 213 | Y= 467 | Pose= Vertical | Length= 2
719: X= 213 | Y= 468 | Pose= Vertical | Length= 1
720: X= 213 | Y= 477 | Pose= Horizontal | Length= 3
721: X= 213 | Y= 488 | Pose= Horizontal | Length= 2
722: X= 214 | Y= 371 | Pose= Horizontal | Length= 4
723: X= 214 | Y= 376 | Pose= Horizontal | Length= 6
724: X= 214 | Y= 384 | Pose= Vertical | Length= 4
725: X= 214 | Y= 433 | Pose= Vertical | Length= 1
726: X= 214 | Y= 440 | Pose= Vertical | Length= 1
727: X= 214 | Y= 446 | Pose= Horizontal | Length= 10
728: X= 214 | Y= 460 | Pose= Horizontal | Length= 7
729: X= 214 | Y= 489 | Pose= Horizontal | Length= 2
730: X= 214 | Y= 492 | Pose= Horizontal | Length= 2
731: X= 214 | Y= 500 | Pose= Horizontal | Length= 2
732: X= 214 | Y= 541 | Pose= Vertical | Length= 2
733: X= 215 | Y= 355 | Pose= Vertical | Length= 8
734: X= 215 | Y= 356 | Pose= Horizontal | Length= 2
735: X= 215 | Y= 370 | Pose= Vertical | Length= 5
736: X= 215 | Y= 371 | Pose= Vertical | Length= 1
737: X= 215 | Y= 374 | Pose= Horizontal | Length= 3
738: X= 215 | Y= 379 | Pose= Horizontal | Length= 2
739: X= 215 | Y= 434 | Pose= Vertical | Length= 1
740: X= 215 | Y= 438 | Pose= Vertical | Length= 4
741: X= 215 | Y= 448 | Pose= Horizontal | Length= 2
742: X= 215 | Y= 455 | Pose= Vertical | Length= 2
743: X= 215 | Y= 457 | Pose= Horizontal | Length= 4
744: X= 215 | Y= 463 | Pose= Vertical | Length= 1
745: X= 215 | Y= 468 | Pose= Vertical | Length= 2
746: X= 215 | Y= 571 | Pose= Vertical | Length= 2
747: X= 216 | Y= 328 | Pose= Horizontal | Length= 3
748: X= 216 | Y= 357 | Pose= Horizontal | Length= 2
749: X= 216 | Y= 376 | Pose= Horizontal | Length= 2
750: X= 216 | Y= 439 | Pose= Horizontal | Length= 5
751: X= 216 | Y= 449 | Pose= Horizontal | Length= 6
752: X= 216 | Y= 458 | Pose= Vertical | Length= 1
753: X= 216 | Y= 465 | Pose= Vertical | Length= 1
754: X= 216 | Y= 579 | Pose= Vertical | Length= 9
755: X= 217 | Y= 358 | Pose= Vertical | Length= 2
756: X= 217 | Y= 377 | Pose= Vertical | Length= 2
757: X= 217 | Y= 383 | Pose= Vertical | Length= 3
758: X= 217 | Y= 433 | Pose= Vertical | Length= 4
759: X= 217 | Y= 443 | Pose= Vertical | Length= 2
760: X= 217 | Y= 445 | Pose= Vertical | Length= 2
761: X= 217 | Y= 459 | Pose= Vertical | Length= 2
762: X= 217 | Y= 491 | Pose= Horizontal | Length= 3
763: X= 217 | Y= 495 | Pose= Vertical | Length= 2
764: X= 217 | Y= 573 | Pose= Vertical | Length= 2
765: X= 218 | Y= 359 | Pose= Horizontal | Length= 9
766: X= 218 | Y= 439 | Pose= Horizontal | Length= 4
767: X= 218 | Y= 491 | Pose= Horizontal | Length= 3
768: X= 219 | Y= 361 | Pose= Horizontal | Length= 2
769: X= 219 | Y= 367 | Pose= Horizontal | Length= 3
770: X= 219 | Y= 371 | Pose= Vertical | Length= 2
771: X= 219 | Y= 382 | Pose= Vertical | Length= 3
772: X= 219 | Y= 494 | Pose= Vertical | Length= 1
773: X= 219 | Y= 552 | Pose= Vertical | Length= 1
774: X= 219 | Y= 554 | Pose= Vertical | Length= 2
775: X= 219 | Y= 555 | Pose= Vertical | Length= 2
776: X= 219 | Y= 572 | Pose= Vertical | Length= 1
777: X= 219 | Y= 574 | Pose= Horizontal | Length= 2
778: X= 220 | Y= 431 | Pose= Vertical | Length= 4
779: X= 220 | Y= 432 | Pose= Vertical | Length= 1
780: X= 220 | Y= 438 | Pose= Vertical | Length= 2
781: X= 220 | Y= 491 | Pose= Horizontal | Length= 3
782: X= 220 | Y= 553 | Pose= Vertical | Length= 5
783: X= 221 | Y= 381 | Pose= Vertical | Length= 2
784: X= 221 | Y= 419 | Pose= Horizontal | Length= 12
785: X= 221 | Y= 439 | Pose= Vertical | Length= 3
786: X= 221 | Y= 552 | Pose= Vertical | Length= 1
787: X= 221 | Y= 563 | Pose= Vertical | Length= 1
788: X= 221 | Y= 568 | Pose= Vertical | Length= 3
789: X= 222 | Y= 356 | Pose= Horizontal | Length= 6
790: X= 222 | Y= 364 | Pose= Vertical | Length= 3
791: X= 222 | Y= 365 | Pose= Vertical | Length= 4
792: X= 222 | Y= 378 | Pose= Vertical | Length= 4
793: X= 222 | Y= 379 | Pose= Horizontal | Length= 2
794: X= 222 | Y= 419 | Pose= Vertical | Length= 3
795: X= 222 | Y= 422 | Pose= Vertical | Length= 2
796: X= 222 | Y= 427 | Pose= Vertical | Length= 2
797: X= 222 | Y= 428 | Pose= Vertical | Length= 2
798: X= 222 | Y= 430 | Pose= Vertical | Length= 2
799: X= 222 | Y= 432 | Pose= Vertical | Length= 2
800: X= 222 | Y= 440 | Pose= Vertical | Length= 2
801: X= 222 | Y= 444 | Pose= Vertical | Length= 2
802: X= 222 | Y= 533 | Pose= Vertical | Length= 2
803: X= 222 | Y= 534 | Pose= Vertical | Length= 2
804: X= 222 | Y= 554 | Pose= Vertical | Length= 2
805: X= 222 | Y= 555 | Pose= Vertical | Length= 2
806: X= 222 | Y= 558 | Pose= Vertical | Length= 2
807: X= 223 | Y= 361 | Pose= Vertical | Length= 2
808: X= 223 | Y= 392 | Pose= Vertical | Length= 3
809: X= 223 | Y= 393 | Pose= Horizontal | Length= 2
810: X= 223 | Y= 408 | Pose= Horizontal | Length= 8
811: X= 224 | Y= 362 | Pose= Horizontal | Length= 2
812: X= 224 | Y= 374 | Pose= Horizontal | Length= 4
813: X= 224 | Y= 382 | Pose= Horizontal | Length= 10
814: X= 224 | Y= 394 | Pose= Horizontal | Length= 4
815: X= 224 | Y= 399 | Pose= Horizontal | Length= 6
816: X= 224 | Y= 408 | Pose= Vertical | Length= 2
817: X= 224 | Y= 415 | Pose= Horizontal | Length= 4
818: X= 224 | Y= 420 | Pose= Horizontal | Length= 2
819: X= 224 | Y= 441 | Pose= Horizontal | Length= 2
820: X= 224 | Y= 536 | Pose= Vertical | Length= 1
821: X= 224 | Y= 580 | Pose= Vertical | Length= 3
822: X= 225 | Y= 366 | Pose= Vertical | Length= 4
823: X= 225 | Y= 371 | Pose= Horizontal | Length= 7
824: X= 225 | Y= 379 | Pose= Horizontal | Length= 4
825: X= 225 | Y= 384 | Pose= Vertical | Length= 2
826: X= 225 | Y= 385 | Pose= Vertical | Length= 2
827: X= 225 | Y= 387 | Pose= Vertical | Length= 1
828: X= 225 | Y= 391 | Pose= Vertical | Length= 1
829: X= 225 | Y= 394 | Pose= Horizontal | Length= 2
830: X= 225 | Y= 397 | Pose= Horizontal | Length= 3
831: X= 225 | Y= 404 | Pose= Horizontal | Length= 4
832: X= 225 | Y= 409 | Pose= Vertical | Length= 1
833: X= 225 | Y= 538 | Pose= Horizontal | Length= 2
834: X= 225 | Y= 564 | Pose= Horizontal | Length= 2
835: X= 225 | Y= 568 | Pose= Horizontal | Length= 3
836: X= 226 | Y= 371 | Pose= Vertical | Length= 3
837: X= 226 | Y= 373 | Pose= Vertical | Length= 3
838: X= 226 | Y= 399 | Pose= Horizontal | Length= 3
839: X= 226 | Y= 561 | Pose= Vertical | Length= 1
840: X= 226 | Y= 574 | Pose= Horizontal | Length= 2
841: X= 226 | Y= 579 | Pose= Vertical | Length= 14
842: X= 227 | Y= 374 | Pose= Vertical | Length= 2
843: X= 227 | Y= 375 | Pose= Vertical | Length= 2
844: X= 227 | Y= 544 | Pose= Vertical | Length= 2
845: X= 227 | Y= 545 | Pose= Vertical | Length= 2
846: X= 227 | Y= 558 | Pose= Vertical | Length= 2
847: X= 227 | Y= 562 | Pose= Vertical | Length= 2
848: X= 228 | Y= 363 | Pose= Vertical | Length= 3
849: X= 228 | Y= 364 | Pose= Horizontal | Length= 2
850: X= 228 | Y= 372 | Pose= Vertical | Length= 1
851: X= 229 | Y= 355 | Pose= Horizontal | Length= 6
852: X= 229 | Y= 367 | Pose= Vertical | Length= 2
853: X= 230 | Y= 344 | Pose= Horizontal | Length= 5
854: X= 230 | Y= 352 | Pose= Vertical | Length= 4
855: X= 230 | Y= 353 | Pose= Horizontal | Length= 3
856: X= 230 | Y= 360 | Pose= Horizontal | Length= 3
857: X= 230 | Y= 364 | Pose= Horizontal | Length= 3
858: X= 231 | Y= 331 | Pose= Vertical | Length= 12
859: X= 231 | Y= 332 | Pose= Horizontal | Length= 2
860: X= 231 | Y= 335 | Pose= Horizontal | Length= 7
861: X= 231 | Y= 344 | Pose= Vertical | Length= 3
862: X= 231 | Y= 348 | Pose= Horizontal | Length= 3
863: X= 231 | Y= 386 | Pose= Vertical | Length= 1
864: X= 232 | Y= 333 | Pose= Vertical | Length= 3
865: X= 232 | Y= 335 | Pose= Vertical | Length= 3
866: X= 232 | Y= 338 | Pose= Vertical | Length= 2
867: X= 232 | Y= 339 | Pose= Vertical | Length= 2
868: X= 232 | Y= 341 | Pose= Vertical | Length= 2
869: X= 232 | Y= 350 | Pose= Vertical | Length= 2
870: X= 233 | Y= 342 | Pose= Horizontal | Length= 2
871: X= 233 | Y= 351 | Pose= Vertical | Length= 1
872: X= 234 | Y= 334 | Pose= Vertical | Length= 1
873: X= 234 | Y= 336 | Pose= Horizontal | Length= 2
874: X= 236 | Y= 333 | Pose= Horizontal | Length= 5
875: X= 236 | Y= 356 | Pose= Vertical | Length= 5
876: X= 236 | Y= 360 | Pose= Vertical | Length= 4
877: X= 236 | Y= 363 | Pose= Vertical | Length= 1
878: X= 236 | Y= 367 | Pose= Horizontal | Length= 5
879: X= 237 | Y= 333 | Pose= Vertical | Length= 2
880: X= 237 | Y= 337 | Pose= Vertical | Length= 4
881: X= 237 | Y= 338 | Pose= Horizontal | Length= 3
882: X= 237 | Y= 348 | Pose= Horizontal | Length= 5
883: X= 237 | Y= 357 | Pose= Vertical | Length= 3
884: X= 237 | Y= 361 | Pose= Vertical | Length= 2
885: X= 237 | Y= 362 | Pose= Vertical | Length= 2
886: X= 237 | Y= 364 | Pose= Horizontal | Length= 4
887: X= 237 | Y= 371 | Pose= Horizontal | Length= 3
888: X= 238 | Y= 334 | Pose= Horizontal | Length= 2
889: X= 238 | Y= 338 | Pose= Horizontal | Length= 3
890: X= 238 | Y= 348 | Pose= Horizontal | Length= 5
